Name	Gene Models	Total pep	Novel Pep	PDB	CDB	TDB	GDB	ASP	DSP	IP	Chromosome	3UTR	5UTR	Novel	Desc
LOC_Os06g20390	1	3	0	3	0	0	0	0	0	0	6	0	0	0	protein expressed protein
LOC_Os06g29180	1	4	0	4	0	0	0	0	0	0	6	0	0	0	protein erythronate-4-phosphate dehydrogenase domain containing protein, expressed
LOC_Os06g31210	1	19	0	19	0	0	0	0	0	0	6	0	0	0	protein methionyl-tRNA synthetase, putative, expressed
LOC_Os06g34040	1	5	0	5	0	0	0	0	0	0	6	0	0	0	protein DJ-1 family protein, putative, expressed
LOC_Os06g34710	1	13	0	13	0	0	0	0	0	0	6	0	0	0	protein expressed protein
LOC_Os06g37440	1	19	0	19	0	0	0	0	0	0	6	0	0	0	protein elongation factor 1-gamma, putative, expressed
LOC_Os06g39140	2	3	0	3	0	0	0	0	0	0	6	0	0	0	protein hemoglobin-like protein HbO, putative, expressed
LOC_Os06g39600	2	2	0	2	0	0	0	0	0	0	6	0	0	0	protein protein phosphatase 2C, putative, expressed
LOC_Os06g39870	1	3	0	3	0	0	0	0	0	0	6	0	0	0	protein 26S protease regulatory subunit 8, putative, expressed
LOC_Os06g43840	1	5	0	5	0	0	0	0	0	0	6	0	0	0	protein protein kinase domain containing protein, expressed
LOC_Os06g45120	2	26	0	26	0	0	0	0	0	0	6	0	0	0	protein ATP synthase, putative, expressed
LOC_Os06g46680	1	2	0	2	0	0	0	0	0	0	6	0	0	0	protein cytochrome P450, putative, expressed
LOC_Os06g47320	1	28	0	28	0	0	0	0	0	0	6	0	0	0	protein T-complex protein, putative, expressed
LOC_Os06g49480	2	11	0	11	0	0	0	0	0	0	6	0	0	0	protein peptidyl-prolyl cis-trans isomerase, putative, expressed
LOC_Os06g49800	1	5	0	5	0	0	0	0	0	0	6	0	0	0	protein ubiquitin interaction motif family protein, expressed
LOC_Os06g50490	4	8	0	8	0	0	0	0	0	0	6	0	0	0	protein expressed protein
LOC_Os06g51220	3	12	0	12	0	0	0	0	0	0	6	0	0	0	protein HMG1/2, putative, expressed
LOC_Os06g51250	1	10	0	10	0	0	0	0	0	0	6	0	0	0	protein EF hand family protein, putative, expressed
LOC_Os06g51270	1	5	0	5	0	0	0	0	0	0	6	0	0	0	protein 1,3-beta-glucan synthase component domain containing protein, expressed
LOC_Os07g01320	1	3	0	3	0	0	0	0	0	0	7	0	0	0	protein expressed protein
LOC_Os07g01870	2	5	0	5	0	0	0	0	0	0	7	0	0	0	protein ribosomal protein L13, putative, expressed
LOC_Os07g02210	3	5	0	5	0	0	0	0	0	0	7	0	0	0	protein eukaryotic translation initiation factor 5A, putative, expressed
LOC_Os07g05050	3	2	0	2	0	0	0	0	0	0	7	0	0	0	protein DEAD-box ATP-dependent RNA helicase, putative, expressed
LOC_Os07g08330	1	30	0	30	0	0	0	0	0	0	7	0	0	0	protein ribosomal protein L4, putative, expressed
LOC_Os07g08340	2	3	0	3	0	0	0	0	0	0	7	0	0	0	protein pyruvate kinase, putative, expressed
LOC_Os07g08960	1	4	0	4	0	0	0	0	0	0	7	0	0	0	protein RNA recognition motif containing protein, expressed
LOC_Os07g09060	3	22	0	22	0	0	0	0	0	0	7	0	0	0	protein aldehyde dehydrogenase, putative, expressed
LOC_Os07g09340	1	3	0	3	0	0	0	0	0	0	7	0	0	0	protein plasma membrane ATPase, putative, expressed
LOC_Os07g10350	1	9	0	9	0	0	0	0	0	0	7	0	0	0	protein S1 RNA binding domain containing protein, expressed
LOC_Os07g12650	4	6	0	6	0	0	0	0	0	0	7	0	0	0	protein ribosomal protein L7Ae, putative, expressed
LOC_Os07g28850	1	18	0	18	0	0	0	0	0	0	7	0	0	0	protein retrotransposon protein, putative, unclassified, expressed
LOC_Os07g29360	1	4	0	4	0	0	0	0	0	0	7	0	0	0	protein tetratricopeptide repeat domain containing protein, expressed
LOC_Os07g32400	3	2	0	2	0	0	0	0	0	0	7	0	0	0	protein STE_PAK_Ste20_MST_like.1 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed
LOC_Os07g36420	1	4	0	4	0	0	0	0	0	0	7	0	0	0	protein proteasome inhibitor-related, putative, expressed
LOC_Os07g36940	2	14	0	14	0	0	0	0	0	0	7	0	0	0	protein eukaryotic translation initiation factor 4G, putative, expressed
LOC_Os07g38970	1	8	0	8	0	0	0	0	0	0	7	0	0	0	protein succinyl-CoA ligase subunit alpha-2, mitochondrial precursor, putative, expressed
LOC_Os07g39620	2	12	0	12	0	0	0	0	0	0	7	0	0	0	protein C2 domain containing protein, putative, expressed
LOC_Os07g40580	1	5	0	5	0	0	0	0	0	0	7	0	0	0	protein eukaryotic translation initiation factor 5A, putative, expressed
LOC_Os07g40930	1	2	0	2	0	0	0	0	0	0	7	0	0	0	protein WD repeat-containing protein 12, putative, expressed
LOC_Os07g41180	1	3	0	3	0	0	0	0	0	0	7	0	0	0	protein RNA-binding protein-like, putative, expressed
LOC_Os07g41694	1	9	0	9	0	0	0	0	0	0	7	0	0	0	protein acidic leucine-rich nuclear phosphoprotein 32-related protein 1, putative, expressed
LOC_Os07g42300	2	14	0	14	0	0	0	0	0	0	7	0	0	0	protein elongation factor protein, putative, expressed
LOC_Os07g42600	1	8	0	8	0	0	0	0	0	0	7	0	0	0	protein aminotransferase, classes I and II, domain containing protein, expressed
LOC_Os07g43240	1	2	0	2	0	0	0	0	0	0	7	0	0	0	protein SKP1-like protein 1B, putative, expressed
LOC_Os07g43316	2	8	2	6	2	0	0	0	0	0	7	0	2	2	protein SAP domain-containing protein, putative, expressed
LOC_Os07g44190	1	21	0	21	0	0	0	0	0	0	7	0	0	0	protein h/ACA ribonucleoprotein complex subunit 4, putative, expressed
LOC_Os07g44440	1	12	0	12	0	0	0	0	0	0	7	0	0	0	protein peroxiredoxin, putative, expressed
LOC_Os07g44650	1	5	0	5	0	0	0	0	0	0	7	0	0	0	protein LYR motif containing protein, putative, expressed
LOC_Os07g44970	1	7	0	7	0	0	0	0	0	0	7	0	0	0	protein XPA-binding protein 2, putative, expressed
LOC_Os07g45090	2	3	0	3	0	0	0	0	0	0	7	0	0	0	protein NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial precursor, putative, expressed
LOC_Os07g47290	2	5	0	5	0	0	0	0	0	0	7	0	0	0	protein xylose isomerase, putative, expressed
LOC_Os07g48490	2	10	0	10	0	0	0	0	0	0	7	0	0	0	protein stress responsive protein, putative, expressed
LOC_Os08g01054	3	2	0	2	0	0	0	0	0	0	8	0	0	0	protein retrotransposon protein, putative, unclassified, expressed
LOC_Os08g02340	2	10	0	10	0	0	0	0	0	0	8	0	0	0	protein 60S acidic ribosomal protein, putative, expressed
LOC_Os08g02410	1	9	0	9	0	0	0	0	0	0	8	0	0	0	protein 40S ribosomal protein S13, putative, expressed
LOC_Os08g03520	1	11	0	11	0	0	0	0	0	0	8	0	0	0	protein retrotransposon protein, putative, Ty1-copia subclass, expressed
LOC_Os08g04180	1	4	0	4	0	0	0	0	0	0	8	0	0	0	protein tryptophan synthase beta chain 1, putative, expressed
LOC_Os08g09350	1	9	0	9	0	0	0	0	0	0	8	0	0	0	protein gar2, putative, expressed
LOC_Os08g12680	1	4	0	4	0	0	0	0	0	0	8	0	0	0	protein zinc finger domain, LSD1 subclass family protein, expressed
LOC_Os08g15030	1	8	0	8	0	0	0	0	0	0	8	0	0	0	protein aspartate carbamoyltransferase, putative, expressed
LOC_Os08g18110	3	10	0	10	0	0	0	0	0	0	8	0	0	0	protein alpha-soluble NSF attachment protein, putative, expressed
LOC_Os08g22864	2	2	0	2	0	0	0	0	0	0	8	0	0	0	protein sec8 exocyst complex component specific domain containing protein, expressed
LOC_Os08g23360	1	3	0	3	0	0	0	0	0	0	8	0	0	0	protein signal recognition particle 68 kDa protein, putative, expressed
LOC_Os08g23810	2	11	0	11	0	0	0	0	0	0	8	0	0	0	protein enoyl-acyl-carrier-protein reductase NADH, chloroplast precursor, expressed
LOC_Os08g24760	1	5	0	5	0	0	0	0	0	0	8	0	0	0	protein ATP-dependent RNA helicase, putative, expressed
LOC_Os08g30060	2	7	0	7	0	0	0	0	0	0	8	0	0	0	protein proton pump interactor, putative, expressed
LOC_Os08g32100	1	3	0	3	0	0	0	0	0	0	8	0	0	0	protein transposon protein, putative, CACTA, En/Spm sub-class, expressed
LOC_Os08g38086	2	2	0	2	0	0	0	0	0	0	8	0	0	0	protein heat shock protein, putative, expressed
LOC_Os08g40230	1	9	0	9	0	0	0	0	0	0	8	0	0	0	protein expressed protein
LOC_Os08g43060	3	10	0	10	0	0	0	0	0	0	8	0	0	0	protein expressed protein
LOC_Os08g44480	2	9	0	9	0	0	0	0	0	0	8	0	0	0	protein 40S ribosomal protein S25, putative, expressed
LOC_Os09g02700	1	28	0	28	0	0	0	0	0	0	9	0	0	0	protein polyadenylate-binding protein, putative, expressed
LOC_Os09g19560	1	3	0	3	0	0	0	0	0	0	9	0	0	0	protein methyltransferase, putative, expressed
LOC_Os09g20590	2	7	0	7	0	0	0	0	0	0	9	0	0	0	protein CD2-binding protein-related, putative, expressed
LOC_Os09g29070	1	4	0	4	0	0	0	0	0	0	9	0	0	0	protein glucose-6-phosphate isomerase, putative, expressed
LOC_Os09g30418	1	63	2	61	2	0	0	0	0	1	9	0	0	1	protein heat shock protein, putative
LOC_Os09g32090	2	4	0	4	0	0	0	0	0	0	9	0	0	0	protein methyl-binding domain protein MBD, putative, expressed
LOC_Os09g32540	1	2	0	2	0	0	0	0	0	0	9	0	0	0	protein expressed protein
LOC_Os09g33980	1	2	0	2	0	0	0	0	0	0	9	0	0	0	protein bromodomain protein 103, putative, expressed
LOC_Os09g35710	3	2	0	2	0	0	0	0	0	0	9	0	0	0	protein UBX domain-containing protein, putative, expressed
LOC_Os09g36090	1	12	0	12	0	0	0	0	0	0	9	0	0	0	protein plus-3 domain containing protein, expressed
LOC_Os09g36460	1	2	0	2	0	0	0	0	0	0	9	0	0	0	protein zinc RING finger protein, putative, expressed
LOC_Os09g36830	1	7	0	7	0	0	0	0	0	0	9	0	0	0	protein Skp1 family, dimerisation domain containing protein, expressed
LOC_Os09g39380	1	11	0	11	0	0	0	0	0	0	9	0	0	0	protein monodehydroascorbate reductase, putative, expressed
LOC_Os09g39490	1	2	0	2	0	0	0	0	0	0	9	0	0	0	protein histone-like transcription factor and archaeal histone, putative, expressed
LOC_Os10g02380	1	6	1	5	0	1	0	0	0	1	10	0	0	1	protein oxidoreductase, aldo/keto reductase family protein, putative, expressed
LOC_Os10g02630	1	2	0	2	0	0	0	0	0	0	10	0	0	0	protein transposon protein, putative, CACTA, En/Spm sub-class, expressed
LOC_Os10g06130	5	6	0	6	0	0	0	0	0	0	10	0	0	0	protein RNA recognition motif containing protein, expressed
LOC_Os10g08550	3	46	2	44	2	0	0	0	2	0	10	0	0	2	protein enolase, putative, expressed
LOC_Os10g10244	1	32	0	32	0	0	0	0	0	0	10	0	0	0	protein alanyl-tRNA synthetase, putative, expressed
LOC_Os10g17280	1	8	0	8	0	0	0	0	0	0	10	0	0	0	protein ATP synthase gamma chain, putative, expressed
LOC_Os10g20600	1	5	0	5	0	0	0	0	0	0	10	0	0	0	protein zinc finger, C3HC4 type domain containing protein, expressed
LOC_Os10g22380	2	12	0	12	0	0	0	0	0	0	10	0	0	0	protein glutamyl-tRNA synthetase, cytoplasmic, putative, expressed
LOC_Os10g25780	3	5	0	5	0	0	0	0	0	0	10	0	0	0	protein FAD-linked oxidoreductase protein, putative, expressed
LOC_Os10g28350	1	10	0	10	0	0	0	0	0	0	10	0	0	0	protein 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase protein, putative, expressed
LOC_Os10g32550	1	43	0	43	0	0	0	0	0	0	10	0	0	0	protein T-complex protein, putative, expressed
LOC_Os10g32710	3	5	0	5	0	0	0	0	0	0	10	0	0	0	protein WD domain, G-beta repeat domain containing protein, expressed
LOC_Os10g33230	1	7	0	7	0	0	0	0	0	0	10	0	0	0	protein RNA recognition motif containing protein, putative, expressed
LOC_Os10g35690	1	4	0	4	0	0	0	0	0	0	10	0	0	0	protein ribosomal protein S18 containing protein, expressed
LOC_Os10g38489	1	8	5	3	0	5	0	0	0	5	10	0	0	5	protein glutathione S-transferase GSTU6, putative, expressed
LOC_Os10g41030	3	9	0	9	0	0	0	0	0	0	10	0	0	0	protein agenet domain containing protein, putative, expressed
LOC_Os10g41960	1	22	0	22	0	0	0	0	0	0	10	0	0	0	protein eukaryotic translation initiation factor 3 subunit B, putative, expressed
LOC_Os10g42439	1	3	0	3	0	0	0	0	0	0	10	0	0	0	protein heat shock protein DnaJ, putative, expressed
LOC_Os10g43040	1	3	0	3	0	0	0	0	0	0	10	0	0	0	protein ankyrin repeat domain-containing protein 28, putative, expressed
LOC_Os11g01300	1	5	0	5	0	0	0	0	0	0	11	0	0	0	protein protein transport protein Sec61 subunit beta, putative, expressed
LOC_Os11g01510	3	30	0	30	0	0	0	0	0	0	11	0	0	0	protein ubiquitin-activating enzyme, putative, expressed
LOC_Os11g04670	2	25	0	25	0	0	0	0	0	0	11	0	0	0	protein 2-isopropylmalate synthase B, putative, expressed
LOC_Os11g07040	1	6	0	6	0	0	0	0	0	0	11	0	0	0	protein CAMK_CAMK_like.43 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
LOC_Os11g09280	2	35	0	35	0	0	0	0	0	0	11	0	0	0	protein OsPDIL1-1  protein disulfide isomerase PDIL1-1, expressed
LOC_Os11g10480	3	31	0	31	0	0	0	0	0	0	11	0	0	0	protein dehydrogenase, putative, expressed
LOC_Os11g10510	2	8	0	8	0	0	0	0	0	0	11	0	0	0	protein dehydrogenase, putative, expressed
LOC_Os11g14220	1	8	0	8	0	0	0	0	0	0	11	0	0	0	protein tubulin/FtsZ domain containing protein, putative, expressed
LOC_Os11g19250	1	3	0	3	0	0	0	0	0	0	11	0	0	0	protein AARP2CN domain containing protein, expressed
LOC_Os11g24570	1	8	0	8	0	0	0	0	0	0	11	0	0	0	protein PPR repeat domain containing protein, putative, expressed
LOC_Os11g29400	1	24	0	24	0	0	0	0	0	0	11	0	0	0	protein 6-phosphogluconate dehydrogenase, decarboxylating, putative, expressed
LOC_Os11g34190	1	5	0	5	0	0	0	0	0	0	11	0	0	0	protein expressed protein
LOC_Os11g40510	2	4	0	4	0	0	0	0	0	0	11	0	0	0	protein RNA recognition motif containing protein, putative, expressed
LOC_Os11g41890	1	6	0	6	0	0	0	0	0	0	11	0	0	0	protein RNA recognition motif containing protein, putative, expressed
LOC_Os11g42420	2	6	0	6	0	0	0	0	0	0	11	0	0	0	protein nuclear pore protein 84/107 containing protein, expressed
LOC_Os11g43900	2	7	0	7	0	0	0	0	0	0	11	0	0	0	protein translationally-controlled tumor protein, putative, expressed
LOC_Os11g47770	1	4	0	4	0	0	0	0	0	0	11	0	0	0	protein selT/selW/selH selenoprotein domain containing protein, expressed
LOC_Os12g13320	1	12	0	12	0	0	0	0	0	0	12	0	0	0	protein argininosuccinate synthase, chloroplast precursor, putative, expressed
LOC_Os12g18120	3	3	0	3	0	0	0	0	0	0	12	0	0	0	protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
LOC_Os12g19040	1	5	0	5	0	0	0	0	0	0	12	0	0	0	protein expressed protein
LOC_Os12g21798	1	3	0	3	0	0	0	0	0	0	12	0	0	0	protein 40S ribosomal protein S3a, putative, expressed
LOC_Os12g21890	1	7	0	7	0	0	0	0	0	0	12	0	0	0	protein PTEN, putative, expressed
LOC_Os12g29660	1	4	0	4	0	0	0	0	0	0	12	0	0	0	protein DEAD-box ATP-dependent RNA helicase, putative, expressed
LOC_Os12g32986	1	45	0	45	0	0	0	0	0	0	12	0	0	0	protein heat shock protein, putative, expressed
LOC_Os12g35570	3	9	0	9	0	0	0	0	0	0	12	0	0	0	protein tRNA synthetase, putative, expressed
LOC_Os12g35620	1	5	0	5	0	0	0	0	0	0	12	0	0	0	protein expressed protein
LOC_Os12g37650	1	3	0	3	0	0	0	0	0	0	12	0	0	0	protein DUF538 domain containing protein, putative, expressed
LOC_Os12g37720	1	14	0	14	0	0	0	0	0	0	12	0	0	0	protein zinc knuckle family protein, expressed
LOC_Os12g37870	1	2	0	2	0	0	0	0	0	0	12	0	0	0	protein ATP-grasp domain containing protein, expressed
LOC_Os12g41250	1	2	0	2	0	0	0	0	0	0	12	0	0	0	protein methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor, putative, expressed
LOC_Os12g41715	1	12	0	12	0	0	0	0	0	0	12	0	0	0	protein DEAD-box ATP-dependent RNA helicase, putative, expressed
LOC_Os12g42140	1	3	0	3	0	0	0	0	0	0	12	0	0	0	protein G-patch domain containing protein, putative, expressed
LOC_Os12g42150	1	4	0	4	0	0	0	0	0	0	12	0	0	0	protein WD domain, G-beta repeat domain containing protein, expressed
LOC_Os12g42550	2	3	0	3	0	0	0	0	0	0	12	0	0	0	protein methyl-CpG binding domain containing protein, putative, expressed
LOC_Os12g42876	1	15	0	15	0	0	0	0	0	0	12	0	0	0	protein 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase, putative, expressed
LOC_Os12g42884	3	38	0	38	0	0	0	0	0	0	12	0	0	0	protein 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase, putative, expressed
LOC_Os12g43600	1	5	0	5	0	0	0	0	0	0	12	0	0	0	protein RNA recognition motif containing protein, expressed
LOC_Os01g07520	1	3	0	3	0	0	0	0	0	0	1	0	0	0	protein proline-rich family protein, putative, expressed
LOC_Os01g16030	4	8	0	8	0	0	0	0	0	0	1	0	0	0	protein ADP-ribosylation factor, putative, expressed
LOC_Os01g34780	2	3	0	3	0	0	0	0	0	0	1	0	0	0	protein protein binding protein, putative, expressed
LOC_Os01g36860	3	10	0	10	0	0	0	0	0	0	1	0	0	0	protein DEAD-box ATP-dependent RNA helicase 40, putative, expressed
LOC_Os01g48280	2	10	0	10	0	0	0	0	0	0	1	0	0	0	protein ubiquitin-conjugating enzyme, putative, expressed
LOC_Os01g52500	5	6	0	6	0	0	0	0	0	0	1	0	0	0	protein NADP-dependent malic enzyme, putative, expressed
LOC_Os01g53000	2	22	0	22	0	0	0	0	0	0	1	0	0	0	protein trehalose synthase, putative, expressed
LOC_Os01g66110	2	3	0	3	0	0	0	0	0	0	1	0	0	0	protein methyltransferase, putative, expressed
LOC_Os01g67054	3	2	0	2	0	0	0	0	0	0	1	0	0	0	protein calreticulin precursor protein, putative, expressed
LOC_Os01g68750	1	5	0	5	0	0	0	0	0	0	1	0	0	0	protein adaptin, putative, expressed
LOC_Os02g02290	1	3	0	3	0	0	0	0	0	0	2	0	0	0	protein SNF2 family N-terminal domain containing protein, expressed
LOC_Os02g02410	1	19	0	19	0	0	0	0	0	0	2	0	0	0	protein DnaK family protein, putative, expressed
LOC_Os02g07120	1	39	0	39	0	0	0	0	0	0	2	0	0	0	protein HEAT repeat family protein, putative, expressed
LOC_Os02g11750	3	12	0	12	0	0	0	0	0	0	2	0	0	0	protein RNA recognition motif containing protein, putative, expressed
LOC_Os02g11820	3	6	0	6	0	0	0	0	0	0	2	0	0	0	protein GTPase-activating protein, putative, expressed
LOC_Os02g36974	6	11	0	11	0	0	0	0	0	0	2	0	0	0	protein 14-3-3 protein, putative, expressed
LOC_Os02g37862	1	15	0	15	0	0	0	0	0	0	2	0	0	0	protein 60S ribosomal protein L6, putative, expressed
LOC_Os02g49370	2	7	0	7	0	0	0	0	0	0	2	0	0	0	protein histone-like transcription factor and archaeal histone, putative, expressed
LOC_Os02g54340	2	16	0	16	0	0	0	0	0	0	2	0	0	0	protein 26S protease regulatory subunit 7, putative, expressed
LOC_Os03g04710	2	6	0	6	0	0	0	0	0	0	3	0	0	0	protein expressed protein
LOC_Os03g10120	3	2	0	2	0	0	0	0	0	0	3	0	0	0	protein proteasome subunit, putative, expressed
LOC_Os03g20860	1	3	0	3	0	0	0	0	0	0	3	0	0	0	protein expressed protein
LOC_Os03g22340	1	10	0	10	0	0	0	0	0	0	3	0	0	0	protein 60S ribosomal protein L22-2, putative, expressed
LOC_Os03g25450	1	6	0	6	0	0	0	0	0	0	3	0	0	0	protein h/ACA ribonucleoprotein complex subunit 4, putative, expressed
LOC_Os03g27260	1	4	0	4	0	0	0	0	0	0	3	0	0	0	protein 40S ribosomal protein S6, putative, expressed
LOC_Os03g43020	1	4	0	4	0	0	0	0	0	0	3	0	0	0	protein prefoldin subunit, putative, expressed
LOC_Os03g44420	1	2	0	2	0	0	0	0	0	0	3	0	0	0	protein tubulin/FtsZ domain containing protein, putative, expressed
LOC_Os03g44500	1	2	0	2	0	0	0	0	0	0	3	0	0	0	protein serine/threonine protein phosphatase, putative, expressed
LOC_Os03g46490	1	5	0	5	0	0	0	0	0	0	3	0	0	0	protein 40S ribosomal protein S21, putative, expressed
LOC_Os03g46600	1	8	0	8	0	0	0	0	0	0	3	0	0	0	protein acidic leucine-rich nuclear phosphoprotein 32-related protein 2, putative, expressed
LOC_Os03g51140	1	33	2	31	2	0	0	0	0	0	3	0	2	2	protein HEAT repeat family protein, putative, expressed
LOC_Os03g51459	1	2	0	2	0	0	0	0	0	0	3	0	0	0	protein conserved hypothetical protein
LOC_Os03g51790	1	3	0	3	0	0	0	0	0	0	3	0	0	0	protein GTPase of unknown function domain containing protein, putative, expressed
LOC_Os03g55570	1	6	0	6	0	0	0	0	0	0	3	0	0	0	protein upstream activation factor subunit spp27, putative, expressed
LOC_Os03g56790	1	4	0	4	0	0	0	0	0	0	3	0	0	0	protein actin-depolymerizing factor, putative, expressed
LOC_Os03g59310	1	12	0	12	0	0	0	0	0	0	3	0	0	0	protein ribosomal protein, putative, expressed
LOC_Os03g61560	1	6	0	6	0	0	0	0	0	0	3	0	0	0	protein expressed protein
LOC_Os03g61930	4	3	0	3	0	0	0	0	0	0	3	0	0	0	protein ACBP4, putative, expressed
LOC_Os04g01290	3	12	0	12	0	0	0	0	0	0	4	0	0	0	protein proteasome subunit, putative, expressed
LOC_Os04g06770	2	19	0	19	0	0	0	0	0	0	4	0	0	0	protein argonaute, putative, expressed
LOC_Os07g29450	1	2	0	2	0	0	0	0	0	0	7	0	0	0	protein expressed protein
LOC_Os08g37444	6	2	0	2	0	0	0	0	0	0	8	0	0	0	protein signal recognition particle receptor, putative, expressed
LOC_Os04g52460	1	20	0	20	0	0	0	0	0	0	4	0	0	0	protein retrotransposon protein, putative, unclassified, expressed
LOC_Os04g58620	1	7	0	7	0	0	0	0	0	0	4	0	0	0	protein potasium efflux antiporter protein, putative, expressed
LOC_Os05g01050	3	5	0	5	0	0	0	0	0	0	5	0	0	0	protein DNA-binding protein-related, putative, expressed
LOC_Os05g03120	3	14	0	14	0	0	0	0	0	0	5	0	0	0	protein retrotransposon protein, putative, unclassified, expressed
LOC_Os05g05470	1	19	0	19	0	0	0	0	0	0	5	0	0	0	protein T-complex protein, putative, expressed
LOC_Os05g08970	1	4	0	4	0	0	0	0	0	0	5	0	0	0	protein SSRP1-like FACT complex subunit, putative, expressed
LOC_Os05g34170	2	8	0	8	0	0	0	0	0	0	5	0	0	0	protein tubulin/FtsZ domain containing protein, putative, expressed
LOC_Os05g40420	3	23	0	23	0	0	0	0	0	0	5	0	0	0	protein 2,3-bisphosphoglycerate-independent phosphoglycerate mutase, putative, expressed
LOC_Os05g41510	1	31	0	31	0	0	0	0	0	0	5	0	0	0	protein SH2 motif, putative, expressed
LOC_Os05g44922	2	17	0	17	0	0	0	0	0	0	5	0	0	0	protein 6-phosphofructokinase, putative, expressed
LOC_Os05g46290	1	20	0	20	0	0	0	0	0	0	5	0	0	0	protein T-complex protein, putative, expressed
LOC_Os06g16430	1	2	0	2	0	0	0	0	0	0	6	0	0	0	protein FHA domain containing protein, putative, expressed
LOC_Os06g37160	1	7	0	7	0	0	0	0	0	0	6	0	0	0	protein transmembrane 9 superfamily member, putative, expressed
LOC_Os06g37640	1	9	0	9	0	0	0	0	0	0	6	0	0	0	protein expressed protein
LOC_Os06g46450	2	2	0	2	0	0	0	0	0	0	6	0	0	0	protein polyprenyl synthetase, putative, expressed
LOC_Os07g03230	2	9	0	9	0	0	0	0	0	0	7	0	0	0	protein eukaryotic translation initiation factor 3 subunit C, putative, expressed
LOC_Os07g04530	1	10	0	10	0	0	0	0	0	0	7	0	0	0	protein GYF domain containing protein, putative, expressed
LOC_Os07g10150	1	28	0	28	0	0	0	0	0	0	7	0	0	0	protein coatomer subunit gamma-2, putative, expressed
LOC_Os07g33240	1	9	1	8	1	0	0	0	1	0	7	0	0	1	protein endoribonuclease, putative, expressed
LOC_Os07g37750	1	26	0	26	0	0	0	0	0	0	7	0	0	0	protein ATMIN7, putative, expressed
LOC_Os07g39560	3	3	0	3	0	0	0	0	0	0	7	0	0	0	protein RNA recognition motif containing protein, putative, expressed
LOC_Os07g39870	3	2	0	2	0	0	0	0	0	0	7	0	0	0	protein eukaryotic peptide chain release factor subunit 1-1, putative, expressed
LOC_Os07g40290	1	15	0	15	0	0	0	0	0	0	7	0	0	0	protein OsGH3.8 - Probable indole-3-acetic acid-amido synthetase, expressed
LOC_Os07g41820	1	5	0	5	0	0	0	0	0	0	7	0	0	0	protein stress responsive A/B Barrel domain containing protein, expressed
LOC_Os07g42950	1	14	0	14	0	0	0	0	0	0	7	0	0	0	protein 40S ribosomal protein S6, putative, expressed
LOC_Os08g06040	1	8	0	8	0	0	0	0	0	0	8	0	0	0	protein 60S ribosomal protein L34, putative, expressed
LOC_Os08g06140	3	4	0	4	0	0	0	0	0	0	8	0	0	0	protein no apical meristem protein, putative, expressed
LOC_Os08g23710	1	12	0	12	0	0	0	0	0	0	8	0	0	0	protein ribosomal protein L7Ae, putative, expressed
LOC_Os08g27840	2	18	0	18	0	0	0	0	0	0	8	0	0	0	protein phosphoenolpyruvate carboxylase, putative, expressed
LOC_Os08g41390	2	26	0	26	0	0	0	0	0	0	8	0	0	0	protein peptidyl-prolyl isomerase, putative, expressed
LOC_Os08g43560	3	6	0	6	0	0	0	0	0	0	8	0	0	0	protein OsAPx4 - Peroxisomal Ascorbate Peroxidase encoding gene 5,8,9, expressed
LOC_Os09g32810	2	2	0	2	0	0	0	0	0	0	9	0	0	0	protein ribulose-phosphate 3-epimerase, putative, expressed
LOC_Os09g32820	1	1	0	1	0	0	0	0	0	0	9	0	0	0	protein uridine/cytidine kinase-like 1, putative, expressed
LOC_Os09g33500	2	5	0	5	0	0	0	0	0	0	9	0	0	0	protein transketolase, putative, expressed
LOC_Os09g33570	1	1	0	1	0	0	0	0	0	0	9	0	0	0	protein AGAP009680-PA, putative, expressed
LOC_Os09g33680	2	1	0	1	0	0	0	0	0	0	9	0	0	0	protein Os9bglu31 - beta-glucosidase, dhurrinase, similar to G. max hydroxyisourate hydrolase, expressed
LOC_Os09g33790	1	2	0	2	0	0	0	0	0	0	9	0	0	0	protein snRK1-interacting protein 1, putative, expressed
LOC_Os09g33810	5	6	0	6	0	0	0	0	0	0	9	0	0	0	protein ankyrin repeat domain containing protein, putative, expressed
LOC_Os09g33986	2	8	0	8	0	0	0	0	0	0	9	0	0	0	protein peptidase, T1 family, putative, expressed
LOC_Os09g34010	1	2	0	2	0	0	0	0	0	0	9	0	0	0	protein expressed protein
LOC_Os09g34060	1	1	0	1	0	0	0	0	0	0	9	0	0	0	protein transcription factor RF2a, putative, expressed
LOC_Os09g34120	1	1	0	1	0	0	0	0	0	0	9	0	0	0	protein expressed protein
LOC_Os09g34230	1	1	0	1	0	0	0	0	0	0	9	0	0	0	protein UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed
LOC_Os09g34250	1	6	0	6	0	0	0	0	0	0	9	0	0	0	protein UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
